3 Series,2015,13100,Manual,37204,Diesel,30,64.2,2.0
1 Series,2017,11400,Manual,26265,Diesel,0,83.1,1.5
3 Series,2017,14800,Manual,29968,Diesel,30,64.2,2.0
3 Series,2016,12200,Manual,34842,Diesel,30,67.3,2.0
2 Series,2016,10600,Manual,24313,Diesel,0,74.3,1.5
2 Series,2015,9100,Manual,40789,Diesel,0,74.3,1.5
1 Series,2016,11700,Manual,21390,Diesel,20,72.4,1.5
1 Series,2016,11400,Manual,22920,Diesel,20,72.4,1.5
X1,2017,14700,Manual,38405,Diesel,145,68.9,2.0
1 Series,2017,13200,Manual,17117,Petrol,145,53.3,1.5
3 Series,2017,12750,Manual,22153,Diesel,150,68.9,2.0
3 Series,2015,9750,Manual,56038,Diesel,20,68.9,2.0
1 Series,2016,8000,Manual,81579,Diesel,0,83.1,1.5
X1,2017,14800,Manual,31518,Diesel,145,60.1,2.0
1 Series,2016,9900,Manual,44008,Diesel,0,83.1,1.5
2 Series,2016,9500,Manual,59509,Diesel,20,68.9,2.0
1 Series,2016,8800,Manual,51002,Diesel,0,83.1,1.5
1 Series,2016,13400,Manual,18055,Petrol,125,52.3,1.5
1 Series,2016,13700,Manual,8719,Petrol,125,52.3,1.5
X1,2013,8750,Manual,80625,Diesel,160,51.4,2.0
1 Series,2017,12800,Manual,10861,Petrol,125,53.3,1.5
4 Series,2017,16000,Manual,16359,Petrol,145,46.3,2.0
3 Series,2017,15100,Manual,37747,Diesel,125,60.1,2.0
4 Series,2017,16750,Manual,24882,Petrol,145,46.3,2.0
1 Series,2015,12450,Manual,24474,Petrol,125,52.3,1.5
5 Series,2016,12600,Manual,59528,Diesel,125,60.1,2.0
2 Series,2016,14600,Manual,15577,Petrol,160,44.1,2.0
X1,2016,13700,Manual,52226,Diesel,20,68.9,2.0
2 Series,2020,27998,Manual,1580,Petrol,150,43.5,1.5
3 Series,2014,11998,Manual,11545,Petrol,165,44.8,2.0
X2,2020,29998,Manual,1850,Diesel,150,49.6,2.0
1 Series,2017,14995,Manual,19866,Diesel,30,65.7,2.0
1 Series,2015,10998,Manual,42410,Diesel,30,65.7,2.0
X1,2016,14498,Manual,57717,Diesel,125,58.9,2.0
1 Series,2015,11498,Manual,49151,Diesel,30,62.8,2.0
X1,2013,8298,Manual,69020,Diesel,125,57.6,2.0
1 Series,2014,13298,Manual,55834,Petrol,300,35.3,3.0
2 Series,2014,10498,Manual,52091,Diesel,125,58.9,2.0
1 Series,2016,18298,Manual,21236,Petrol,260,36.2,3.0
1 Series,2017,19498,Manual,21171,Petrol,260,36.2,3.0
1 Series,2017,14498,Manual,24259,Petrol,145,52.3,1.5
1 Series,2017,14498,Manual,20790,Diesel,145,70.6,1.5
3 Series,2019,29998,Manual,3980,Diesel,145,53.3,2.0
1 Series,2013,11995,Manual,31600,Diesel,125,57.6,2.0
1 Series,2016,17998,Manual,25334,Petrol,300,35.3,3.0
1 Series,2016,16000,Manual,40125,Petrol,305,35.3,3.0
3 Series,2017,18000,Manual,20087,Petrol,165,44.8,2.0
1 Series,2018,15500,Manual,5827,Petrol,145,37.7,1.5
1 Series,2018,16000,Manual,7000,Diesel,145,50.4,1.5
1 Series,2017,15500,Manual,15645,Petrol,125,52.3,1.5
4 Series,2017,19800,Manual,17410,Petrol,150,40.9,2.0
1 Series,2017,13500,Manual,25975,Petrol,145,53.3,1.5
1 Series,2014,9300,Manual,51203,Diesel,30,65.7,2.0
1 Series,2017,11800,Manual,23274,Diesel,20,72.4,1.5
2 Series,2020,29000,Manual,5550,Petrol,145,43.5,1.5
X1,2017,18498,Manual,13278,Diesel,125,58.9,2.0
1 Series,2019,26000,Manual,2073,Diesel,145,57.7,1.5
2 Series,2015,10498,Manual,27221,Diesel,0,74.3,1.5
3 Series,2013,9985,Manual,75561,Diesel,20,68.9,2.0
X4,2015,19485,Manual,53755,Diesel,160,52.3,2.0
1 Series,2014,12000,Manual,41500,Diesel,125,57.6,2.0
1 Series,2016,14000,Manual,24678,Diesel,30,65.7,2.0
1 Series,2017,13450,Manual,15663,Petrol,150,53.3,1.5
X2,2019,27000,Manual,4825,Diesel,145,49.6,2.0
1 Series,2017,11990,Manual,18435,Petrol,125,53.3,1.5
3 Series,2013,9995,Manual,74449,Petrol,200,41.5,2.0
X1,2017,17995,Manual,23692,Diesel,125,58.9,2.0
1 Series,2017,13798,Manual,34446,Diesel,145,65.7,2.0
1 Series,2018,14000,Manual,19995,Petrol,145,37.7,1.5
4 Series,2018,24000,Manual,24848,Petrol,145,36.7,3.0
4 Series,2017,17495,Manual,13471,Petrol,145,46.3,2.0
2 Series,2018,14998,Manual,2683,Petrol,145,44.1,1.5
1 Series,2015,13500,Manual,31652,Diesel,30,62.8,2.0
1 Series,2019,16600,Manual,7000,Diesel,145,68.9,2.0
3 Series,2016,14000,Manual,30679,Diesel,125,62.8,2.0
1 Series,2017,13500,Manual,16423,Diesel,150,72.4,1.5
4 Series,2019,25000,Manual,4000,Diesel,150,55.4,2.0
X1,2019,25000,Manual,3715,Diesel,145,68.9,2.0
2 Series,2019,21000,Manual,3078,Petrol,145,39.8,1.5
2 Series,2019,21000,Manual,1251,Petrol,145,42.8,1.5
2 Series,2019,20500,Manual,1612,Petrol,145,42.8,1.5
2 Series,2019,19500,Manual,1501,Petrol,145,42.8,1.5
2 Series,2015,12000,Manual,28410,Petrol,30,57.6,1.5
1 Series,2019,22000,Manual,2574,Petrol,145,44.1,1.5
1 Series,2019,21000,Manual,1906,Petrol,145,44.1,1.5
1 Series,2013,10500,Manual,48255,Diesel,30,62.8,2.0
3 Series,2013,10420,Manual,53352,Petrol,200,43.5,2.0
1 Series,2017,18998,Manual,17888,Petrol,260,36.2,3.0
X1,2016,15998,Manual,45484,Diesel,125,58.9,2.0
1 Series,2016,14998,Manual,23879,Diesel,30,62.8,2.0
3 Series,2015,11998,Manual,40325,Petrol,125,52.3,1.5
3 Series,2016,11998,Manual,49669,Diesel,30,67.3,2.0
3 Series,2013,10998,Manual,72315,Diesel,30,61.4,2.0
3 Series,2013,10998,Manual,44602,Diesel,30,61.4,2.0
1 Series,2013,7998,Manual,74772,Diesel,30,65.7,2.0
1 Series,2013,8298,Manual,60741,Diesel,30,65.7,2.0
1 Series,2018,17498,Manual,10374,Diesel,145,49.6,2.0
1 Series,2016,14498,Manual,24382,Diesel,20,70.6,1.5
1 Series,2013,6998,Manual,73603,Diesel,30,62.8,2.0
3 Series,2016,11298,Manual,64308,Diesel,20,68.9,2.0
3 Series,2016,16295,Manual,16604,Diesel,30,64.2,2.0
1 Series,2018,16998,Manual,19154,Diesel,150,49.6,2.0
1 Series,2020,22000,Manual,2000,Petrol,145,44.1,1.5
4 Series,2016,14998,Manual,24711,Petrol,160,46.3,2.0
3 Series,2016,14995,Manual,43400,Diesel,125,58.9,2.0
1 Series,2019,14698,Manual,14847,Diesel,150,72.4,1.5
1 Series,2013,8998,Manual,34750,Diesel,30,65.7,2.0
1 Series,2014,11998,Manual,20990,Diesel,30,64.2,2.0
3 Series,2015,12498,Manual,50730,Diesel,20,68.9,2.0
X1,2016,17698,Manual,29018,Diesel,125,58.9,2.0
1 Series,2017,12498,Manual,37919,Diesel,20,72.4,1.5
1 Series,2016,12498,Manual,38276,Diesel,20,70.6,1.5
3 Series,2017,14498,Manual,21105,Petrol,150,48.7,2.0
5 Series,2015,11450,Manual,60529,Diesel,30,65.7,2.0
X2,2019,21998,Manual,5687,Petrol,150,41.5,1.5
3 Series,2017,14998,Manual,13309,Petrol,150,48.7,2.0
2 Series,2017,15998,Manual,12248,Petrol,125,53.3,1.5
2 Series,2015,9698,Manual,60891,Diesel,20,68.9,2.0
X2,2019,24998,Manual,4174,Diesel,145,48.7,2.0
1 Series,2019,21898,Manual,4100,Petrol,150,41.5,1.5
1 Series,2015,16314,Manual,17846,Petrol,300,35.3,3.0
1 Series,2016,12498,Manual,22103,Diesel,20,72.4,1.5
1 Series,2017,13998,Manual,33094,Diesel,20,72.4,1.5
4 Series,2014,13991,Manual,22908,Diesel,125,58.9,2.0
3 Series,2017,14050,Manual,20829,Petrol,145,48.7,2.0
1 Series,2016,14991,Manual,7000,Diesel,30,65.7,2.0
1 Series,2016,13491,Manual,24000,Diesel,30,65.7,2.0
1 Series,2017,12491,Manual,19167,Diesel,20,68.9,2.0
2 Series,2015,11679,Manual,46200,Petrol,30,54.3,1.5
3 Series,2013,10170,Manual,49102,Diesel,125,57.6,2.0
1 Series,2018,13295,Manual,18712,Diesel,145,50.4,2.0
3 Series,2015,13000,Manual,61443,Petrol,200,39.8,2.0
2 Series,2018,16998,Manual,5898,Petrol,145,42.2,1.5
2 Series,2019,16998,Manual,3935,Petrol,150,40.9,1.5
2 Series,2014,11999,Manual,31289,Diesel,30,62.8,2.0
2 Series,2014,11999,Manual,31289,Diesel,30,62.8,2.0
3 Series,2014,12998,Manual,31826,Diesel,125,57.6,2.0
2 Series,2018,14998,Manual,20001,Petrol,150,50.4,1.5
2 Series,2016,12498,Manual,16793,Petrol,30,57.6,1.5
1 Series,2018,15498,Manual,5953,Petrol,150,53.3,1.5
1 Series,2017,14498,Manual,28831,Diesel,145,65.7,2.0
1 Series,2014,9460,Manual,53872,Diesel,30,65.7,2.0
2 Series,2018,16798,Manual,14534,Diesel,145,57.7,1.5
1 Series,2016,11498,Manual,68985,Diesel,20,68.9,2.0
X1,2016,16998,Manual,13612,Diesel,125,60.1,2.0
1 Series,2016,18998,Manual,24997,Petrol,260,36.2,3.0
1 Series,2016,17898,Manual,26447,Petrol,300,35.3,3.0
1 Series,2017,15498,Manual,19217,Petrol,150,52.3,1.5
X1,2017,17900,Manual,34625,Diesel,150,60.1,2.0
4 Series,2015,13995,Manual,33755,Petrol,160,44.8,2.0
3 Series,2013,10200,Manual,56423,Petrol,200,40.4,2.0
3 Series,2019,32995,Manual,612,Diesel,145,54.3,2.0
1 Series,2016,13998,Manual,19188,Diesel,20,70.6,1.5
1 Series,2019,16500,Manual,5450,Diesel,145,72.4,1.5
3 Series,2019,30000,Manual,5385,Diesel,145,54.3,2.0
1 Series,2017,14898,Manual,28133,Diesel,145,65.7,2.0
1 Series,2013,6998,Manual,57125,Petrol,150,49.6,1.6
1 Series,2019,25898,Manual,3000,Petrol,145,41.5,1.5
3 Series,2019,29998,Manual,5000,Diesel,145,54.3,2.0
1 Series,2019,18990,Manual,6615,Diesel,145,70.6,1.5
1 Series,2019,18900,Manual,5379,Diesel,145,70.6,1.5
X1,2019,28500,Manual,105,Diesel,145,68.9,2.0
X1,2019,31490,Manual,105,Diesel,145,60.1,2.0
X1,2016,18490,Manual,19064,Diesel,125,60.1,2.0
X1,2019,22500,Manual,1272,Petrol,145,54.3,1.5
2 Series,2018,16998,Manual,12792,Diesel,150,51.4,2.0
3 Series,2016,13998,Manual,47274,Petrol,200,41.5,2.0
2 Series,2019,22000,Manual,3266,Petrol,145,52.3,1.5
2 Series,2019,22000,Manual,2560,Petrol,145,52.3,1.5
2 Series,2019,21500,Manual,4067,Petrol,145,52.3,1.5
2 Series,2019,22990,Manual,3205,Petrol,145,52.3,1.5
2 Series,2016,15490,Manual,7390,Petrol,165,44.8,2.0
1 Series,2019,21900,Manual,917,Petrol,150,44.8,1.5
1 Series,2019,22900,Manual,969,Diesel,150,68.9,2.0
1 Series,2016,15498,Manual,20233,Diesel,30,62.8,2.0
2 Series,2019,16998,Manual,7201,Petrol,150,42.8,1.5
1 Series,2019,17998,Manual,6047,Petrol,145,56.5,1.5
1 Series,2017,14991,Manual,20847,Petrol,145,52.3,1.5
2 Series,2016,14498,Manual,16735,Diesel,20,74.3,1.5
3 Series,2015,15990,Manual,43574,Petrol,200,39.8,2.0
2 Series,2015,11991,Manual,52656,Diesel,30,62.8,2.0
X1,2016,18998,Manual,10935,Diesel,125,58.9,2.0
Z4,2014,13498,Manual,22080,Petrol,205,41.5,2.0
1 Series,2019,18998,Manual,12250,Diesel,150,70.6,1.5
1 Series,2019,21898,Manual,4100,Petrol,150,41.5,1.5
1 Series,2016,16998,Manual,21076,Petrol,300,35.3,3.0
3 Series,2017,11498,Manual,51299,Petrol,125,52.3,1.5
3 Series,2015,12498,Manual,32082,Petrol,125,52.3,1.5
2 Series,2017,10000,Manual,51493,Petrol,30,55.4,1.5
3 Series,2015,13991,Manual,37373,Diesel,30,64.2,2.0
3 Series,2016,17750,Manual,15082,Petrol,200,41.5,2.0
X1,2013,7998,Manual,64698,Diesel,160,51.4,2.0
X1,2016,17998,Manual,14300,Diesel,125,58.9,2.0
4 Series,2015,13198,Manual,62477,Diesel,30,62.8,2.0
3 Series,2017,13998,Manual,37323,Diesel,150,67.3,2.0
3 Series,2013,8490,Manual,68578,Diesel,30,61.4,2.0
3 Series,2013,7495,Manual,83000,Diesel,30,62.8,2.0
1 Series,2016,14298,Manual,22265,Diesel,20,70.6,1.5
2 Series,2016,11698,Manual,36250,Diesel,30,65.7,2.0
1 Series,2015,11995,Manual,38000,Petrol,125,52.3,1.5
1 Series,2013,9990,Manual,29000,Petrol,145,48.7,2.0
2 Series,2014,13998,Manual,22086,Diesel,125,58.9,2.0
2 Series,2016,12998,Manual,20565,Diesel,0,74.3,1.5
X1,2016,17498,Manual,15413,Diesel,125,58.9,2.0
2 Series,2017,16498,Manual,29117,Diesel,145,62.8,2.0
3 Series,2016,16698,Manual,14518,Diesel,125,58.9,2.0
2 Series,2015,11495,Manual,41388,Diesel,20,74.3,1.5
4 Series,2014,14450,Manual,27405,Petrol,165,44.8,2.0
2 Series,2018,16750,Manual,13052,Diesel,145,64.2,2.0
3 Series,2014,10990,Manual,65077,Diesel,30,61.4,2.0
3 Series,2014,10450,Manual,51030,Diesel,30,62.8,2.0
X1,2015,9990,Manual,43877,Diesel,165,51.4,2.0
3 Series,2017,13995,Manual,25345,Petrol,150,48.7,2.0
3 Series,2013,10995,Manual,27000,Diesel,30,61.4,2.0
5 Series,2016,11995,Manual,69850,Diesel,30,65.7,2.0
1 Series,2013,8295,Manual,71797,Diesel,30,65.7,2.0
4 Series,2015,13490,Manual,73581,Diesel,30,62.8,2.0
X1,2017,14995,Manual,33600,Diesel,150,68.9,2.0
X1,2016,17495,Manual,25000,Diesel,125,58.9,2.0
5 Series,2016,10990,Manual,85635,Diesel,30,65.7,2.0
4 Series,2016,14495,Manual,43052,Diesel,30,62.8,2.0
3 Series,2015,10570,Manual,59020,Diesel,125,57.6,2.0
3 Series,2015,10000,Manual,85515,Diesel,20,68.9,2.0
X1,2016,17190,Manual,22197,Diesel,125,58.9,2.0
2 Series,2015,12198,Manual,22812,Diesel,20,74.3,1.5
1 Series,2015,14498,Manual,25640,Diesel,30,62.8,2.0
3 Series,2017,16098,Manual,26575,Diesel,30,64.2,2.0
1 Series,2016,12995,Manual,18824,Diesel,20,70.6,2.0
1 Series,2018,16998,Manual,14164,Petrol,145,46.3,2.0
2 Series,2017,14600,Manual,10511,Diesel,150,68.9,2.0
M4,2015,29197,Manual,37538,Petrol,325,32.1,3.0
1 Series,2017,14179,Manual,32015,Diesel,145,68.9,2.0
5 Series,2014,11495,Manual,65000,Diesel,125,57.6,2.0
X1,2017,17795,Manual,24485,Diesel,125,58.9,2.0
3 Series,2018,16195,Manual,37025,Diesel,150,67.3,2.0
1 Series,2016,14015,Manual,34281,Diesel,20,70.6,1.5
4 Series,2016,16995,Manual,29564,Diesel,30,62.8,2.0
1 Series,2016,10985,Manual,37500,Diesel,20,72.4,1.5
4 Series,2015,13495,Manual,42348,Petrol,200,40.4,2.0
1 Series,2019,26300,Manual,5446,Diesel,145,53.3,2.0
X2,2019,26980,Manual,103,Diesel,145,55.4,2.0
X1,2016,16780,Manual,32383,Diesel,20,68.9,2.0
1 Series,2019,25323,Manual,7830,Petrol,145,41.5,1.5
X1,2017,15998,Manual,26055,Diesel,20,68.9,2.0
1 Series,2017,15698,Manual,10966,Diesel,150,65.7,2.0
2 Series,2020,31150,Manual,101,Petrol,145,40.4,1.5
X1,2016,16670,Manual,34393,Diesel,125,58.9,2.0
1 Series,2017,13480,Manual,16627,Petrol,145,53.3,1.5
1 Series,2016,16998,Manual,24311,Petrol,300,35.3,3.0
X1,2019,24480,Manual,2425,Petrol,145,51.4,1.5
1 Series,2016,14490,Manual,34944,Diesel,30,62.8,2.0
2 Series,2017,17572,Manual,11237,Petrol,145,44.1,2.0
4 Series,2015,13242,Manual,71179,Diesel,30,62.8,2.0
1 Series,2019,27720,Manual,123,Diesel,145,53.3,2.0
1 Series,2019,26780,Manual,123,Diesel,145,53.3,2.0
2 Series,2017,14951,Manual,22887,Petrol,145,55.4,1.5
2 Series,2019,19420,Manual,4601,Petrol,145,44.1,1.5
1 Series,2019,27730,Manual,123,Diesel,145,53.3,2.0
1 Series,2019,26310,Manual,123,Diesel,145,53.3,2.0
5 Series,2016,15840,Manual,33700,Diesel,125,60.1,2.0
X1,2018,18502,Manual,12800,Diesel,145,68.9,2.0
4 Series,2019,27003,Manual,123,Diesel,145,62.8,2.0
2 Series,2016,11976,Manual,26089,Petrol,30,55.4,1.5
1 Series,2020,24852,Manual,1510,Petrol,150,41.5,1.5
X1,2019,27440,Manual,123,Petrol,145,39.8,1.5
3 Series,2016,15621,Manual,32927,Diesel,125,60.1,2.0
2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
1 Series,2016,11010,Manual,32068,Diesel,20,72.4,1.5
1 Series,2016,14497,Manual,9574,Diesel,30,62.8,2.0
3 Series,2018,18010,Manual,36039,Diesel,145,58.9,2.0
1 Series,2015,10499,Manual,60000,Diesel,20,70.6,1.5
2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
X1,2019,27440,Manual,123,Petrol,145,39.8,1.5
X1,2019,27440,Manual,123,Petrol,145,39.8,1.5
X1,2019,23991,Manual,4480,Petrol,145,51.4,1.5
1 Series,2019,24160,Manual,5181,Petrol,145,41.5,1.5
X2,2019,25907,Manual,151,Diesel,150,53.3,2.0
3 Series,2019,28820,Manual,123,Diesel,145,56.5,2.0
2 Series,2019,21858,Manual,123,Diesel,145,61.4,2.0
1 Series,2017,20481,Manual,25000,Petrol,145,36.2,3.0
4 Series,2014,14291,Manual,29000,Petrol,200,40.9,2.0
2 Series,2019,23322,Manual,123,Petrol,145,52.3,1.5
1 Series,2019,26720,Manual,3710,Diesel,145,53.3,2.0
2 Series,2019,23322,Manual,123,Petrol,145,52.3,1.5
2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
3 Series,2019,27900,Manual,123,Diesel,145,61.4,2.0
M4,2018,38776,Manual,8869,Petrol,145,32.1,3.0
2 Series,2019,21176,Manual,123,Diesel,145,65.7,2.0
1 Series,2016,14500,Manual,21646,Petrol,125,52.3,1.5
1 Series,2017,19498,Manual,25163,Petrol,145,36.2,3.0
2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
2 Series,2019,22292,Manual,123,Diesel,145,64.2,2.0
2 Series,2019,22770,Manual,123,Diesel,145,64.2,2.0
2 Series,2019,21176,Manual,123,Diesel,145,65.7,2.0
2 Series,2019,22291,Manual,123,Diesel,145,64.2,2.0
2 Series,2019,22770,Manual,123,Diesel,145,64.2,2.0
1 Series,2015,10998,Manual,23241,Diesel,0,83.1,1.5
1 Series,2016,14000,Manual,14574,Diesel,20,70.6,1.5
2 Series,2015,9995,Manual,37500,Diesel,20,68.9,2.0
1 Series,2014,12290,Manual,32014,Diesel,30,65.7,2.0
1 Series,2014,9692,Manual,34000,Petrol,125,52.3,1.6
2 Series,2014,12302,Manual,31676,Diesel,125,58.9,2.0
X1,2013,8795,Manual,70645,Diesel,165,51.4,2.0
2 Series,2016,10465,Manual,16228,Diesel,20,68.9,2.0
2 Series,2019,18480,Manual,2771,Petrol,145,44.1,1.5
2 Series,2019,24500,Manual,2631,Diesel,145,55.4,2.0
2 Series,2019,21850,Manual,3000,Petrol,145,51.4,1.5
X1,2014,11331,Manual,30506,Diesel,160,51.4,2.0
4 Series,2015,14395,Manual,42745,Diesel,30,62.8,2.0
3 Series,2017,16970,Manual,24015,Diesel,125,60.1,2.0
Z4,2015,14191,Manual,19109,Petrol,200,41.5,2.0
X1,2016,17397,Manual,16243,Diesel,125,58.9,2.0
1 Series,2016,13212,Manual,13778,Petrol,30,56.5,1.5
1 Series,2016,10990,Manual,51000,Diesel,20,68.9,2.0
3 Series,2015,13990,Manual,26948,Diesel,30,61.4,2.0
2 Series,2016,12460,Manual,24158,Petrol,30,55.4,1.5
1 Series,2016,9990,Manual,71603,Diesel,20,70.6,1.5
1 Series,2018,14390,Manual,12063,Diesel,150,50.4,2.0
1 Series,2015,14999,Manual,40052,Petrol,300,35.3,3.0
3 Series,2013,8995,Manual,67000,Diesel,20,68.9,2.0
X1,2017,15732,Manual,23575,Diesel,20,68.9,2.0
2 Series,2019,21402,Manual,6000,Diesel,150,51.4,2.0
4 Series,2018,20462,Manual,24368,Petrol,150,42.8,2.0
2 Series,2019,20949,Manual,123,Petrol,145,42.8,1.5
X1,2019,28560,Manual,123,Diesel,145,68.9,2.0
1 Series,2017,19548,Manual,20485,Petrol,145,36.2,3.0
1 Series,2015,11209,Manual,41372,Diesel,20,72.4,1.5
2 Series,2019,23920,Manual,3156,Diesel,145,60.1,2.0
X1,2017,17491,Manual,25818,Diesel,125,60.1,2.0
2 Series,2018,17722,Manual,19571,Petrol,145,52.3,1.5
2 Series,2019,20638,Manual,123,Diesel,145,51.4,2.0
2 Series,2019,20638,Manual,123,Diesel,145,51.4,2.0
1 Series,2019,25976,Manual,1357,Diesel,145,53.3,2.0
2 Series,2019,21460,Manual,7710,Diesel,145,60.1,2.0
1 Series,2014,9352,Manual,63669,Diesel,20,68.9,2.0
4 Series,2019,31175,Manual,123,Petrol,145,46.3,2.0
1 Series,2017,15500,Manual,53248,Diesel,145,65.7,2.0
X1,2016,17498,Manual,19060,Diesel,125,58.9,2.0
X1,2016,17367,Manual,18361,Diesel,125,58.9,2.0
1 Series,2019,22990,Manual,5023,Diesel,145,53.3,2.0
2 Series,2019,18260,Manual,5328,Petrol,145,44.1,1.5
3 Series,2013,8480,Manual,48681,Petrol,150,47.9,1.6
X1,2016,17490,Manual,20516,Diesel,125,58.9,2.0
1 Series,2014,9491,Manual,25174,Diesel,20,68.9,2.0
3 Series,2016,10591,Manual,62674,Diesel,20,72.4,2.0
2 Series,2018,15700,Manual,6889,Petrol,145,57.6,1.5
3 Series,2017,14430,Manual,26818,Petrol,145,49.6,1.5
1 Series,2016,10950,Manual,30341,Diesel,20,72.4,1.5
1 Series,2013,6491,Manual,73000,Diesel,0,74.3,1.6
2 Series,2014,13342,Manual,36849,Petrol,160,44.8,2.0
3 Series,2014,10100,Manual,41738,Diesel,30,62.8,2.0
4 Series,2018,18210,Manual,17672,Petrol,145,46.3,2.0
4 Series,2016,19000,Manual,10267,Petrol,200,43.5,2.0
X1,2019,19980,Manual,7113,Petrol,145,51.4,1.5
3 Series,2017,14498,Manual,24719,Diesel,150,67.3,2.0
X1,2016,16000,Manual,37201,Diesel,125,58.9,2.0
X1,2014,10872,Manual,50716,Diesel,160,51.4,2.0
3 Series,2014,11520,Manual,62828,Diesel,125,61.4,2.0
3 Series,2014,11128,Manual,67232,Diesel,125,57.6,2.0
1 Series,2015,9681,Manual,40176,Petrol,145,50.4,1.6
1 Series,2017,12290,Manual,31268,Diesel,150,72.4,1.5
2 Series,2016,10242,Manual,51577,Petrol,30,57.6,1.5
1 Series,2018,14012,Manual,17143,Petrol,150,38.7,1.5
2 Series,2016,15342,Manual,37828,Petrol,205,42.8,2.0
1 Series,2017,16980,Manual,24985,Diesel,145,70.6,1.5
2 Series,2019,18980,Manual,5500,Petrol,145,42.8,1.5
1 Series,2019,17250,Manual,6824,Petrol,145,53.3,1.5
1 Series,2019,17250,Manual,4028,Petrol,145,53.3,1.5
1 Series,2019,17250,Manual,4122,Petrol,145,53.3,1.5
1 Series,2019,17250,Manual,11699,Petrol,145,53.3,1.5
2 Series,2018,16980,Manual,19853,Diesel,150,64.2,2.0
1 Series,2019,24280,Manual,1947,Petrol,145,41.5,1.5
1 Series,2016,14880,Manual,19882,Diesel,30,65.7,2.0
2 Series,2019,20190,Manual,4648,Petrol,145,42.8,1.5
X1,2015,14995,Manual,39000,Diesel,125,58.9,2.0
1 Series,2019,26413,Manual,12262,Petrol,145,41.5,1.5
1 Series,2018,15291,Manual,16891,Petrol,150,53.3,1.5
1 Series,2016,16117,Manual,25231,Petrol,300,35.3,3.0
1 Series,2016,14017,Manual,12670,Diesel,20,70.6,1.5
1 Series,2017,16498,Manual,16706,Diesel,150,62.8,2.0
3 Series,2013,10298,Manual,60211,Diesel,125,60.1,2.0
